time,open,high,low,close,volume
2025-12-31 01:00:00+00:00,1.17474,1.17491,1.17388,1.17426,8027
2025-12-31 04:00:00+00:00,1.17426,1.17428,1.1733,1.17374,6265
2025-12-31 07:00:00+00:00,1.17373,1.17398,1.172,1.17351,14808
2025-12-31 10:00:00+00:00,1.1735,1.17594,1.17286,1.17554,15072
2025-12-31 13:00:00+00:00,1.17553,1.17595,1.17202,1.17441,25935
2025-12-31 16:00:00+00:00,1.17442,1.17488,1.17288,1.1736,18957
2025-12-31 19:00:00+00:00,1.17362,1.1753,1.17362,1.17459,6403
2026-01-01 22:00:00+00:00,1.17498,1.17564,1.17458,1.17564,3256
2026-01-02 01:00:00+00:00,1.17564,1.1765,1.17564,1.17644,6038
2026-01-02 04:00:00+00:00,1.17644,1.17648,1.17416,1.17438,5350
2026-01-02 07:00:00+00:00,1.17437,1.17472,1.17206,1.17214,17978
2026-01-02 10:00:00+00:00,1.17214,1.17272,1.17132,1.17237,12500
2026-01-02 13:00:00+00:00,1.17238,1.17522,1.17158,1.17507,22137
2026-01-02 16:00:00+00:00,1.17508,1.17545,1.17154,1.17192,16566
2026-01-02 19:00:00+00:00,1.17191,1.17244,1.17144,1.17199,9512
2026-01-04 22:00:00+00:00,1.17239,1.17239,1.17004,1.17051,10113
2026-01-05 01:00:00+00:00,1.1705,1.17074,1.16722,1.16754,14157
2026-01-05 04:00:00+00:00,1.16752,1.1692,1.16734,1.16912,9578
2026-01-05 07:00:00+00:00,1.16913,1.1695,1.16739,1.16825,19356
2026-01-05 10:00:00+00:00,1.16823,1.1691,1.16699,1.16708,16842
2026-01-05 13:00:00+00:00,1.16709,1.17047,1.16592,1.17046,28209
2026-01-05 16:00:00+00:00,1.17046,1.17254,1.1704,1.17251,18446
2026-01-05 19:00:00+00:00,1.17252,1.17288,1.17196,1.17216,8346
2026-01-05 22:00:00+00:00,1.17206,1.17232,1.17106,1.17168,4760
2026-01-06 01:00:00+00:00,1.17168,1.17384,1.17122,1.17346,10580
2026-01-06 04:00:00+00:00,1.17347,1.17372,1.17273,1.17362,8314
2026-01-06 07:00:00+00:00,1.1736,1.17429,1.1708,1.17133,18504
2026-01-06 10:00:00+00:00,1.17132,1.17172,1.16972,1.17014,14404
2026-01-06 13:00:00+00:00,1.17014,1.17176,1.1684,1.16953,27179
2026-01-06 16:00:00+00:00,1.16953,1.17022,1.16859,1.16882,15299
2026-01-06 19:00:00+00:00,1.16884,1.16932,1.1684,1.16888,9920
2026-01-06 22:00:00+00:00,1.16865,1.16943,1.16852,1.16918,5542
2026-01-07 01:00:00+00:00,1.16917,1.17027,1.169,1.16986,9790
2026-01-07 04:00:00+00:00,1.16987,1.17022,1.16909,1.16976,9610
2026-01-07 07:00:00+00:00,1.16976,1.1699,1.16729,1.16846,16791
2026-01-07 10:00:00+00:00,1.16846,1.16938,1.16811,1.16878,14352
2026-01-07 13:00:00+00:00,1.16878,1.16988,1.168,1.16902,28952
2026-01-07 16:00:00+00:00,1.16902,1.16949,1.16822,1.1683,14358
2026-01-07 19:00:00+00:00,1.16831,1.16854,1.16738,1.16759,8137
2026-01-07 22:00:00+00:00,1.16751,1.16782,1.1675,1.16758,3565
2026-01-08 01:00:00+00:00,1.16756,1.16828,1.16728,1.168,8260
2026-01-08 04:00:00+00:00,1.168,1.1683,1.16748,1.16816,9136
2026-01-08 07:00:00+00:00,1.16816,1.1683,1.1669,1.16768,14907
2026-01-08 10:00:00+00:00,1.16768,1.1682,1.16697,1.16732,11625
2026-01-08 13:00:00+00:00,1.16733,1.16779,1.16563,1.16664,21806
2026-01-08 16:00:00+00:00,1.16665,1.16676,1.16438,1.16452,14014
2026-01-08 19:00:00+00:00,1.1645,1.16628,1.16426,1.16589,9480
2026-01-08 22:00:00+00:00,1.16574,1.16622,1.16535,1.16538,3392
2026-01-09 01:00:00+00:00,1.16536,1.16592,1.1646,1.16562,10103
2026-01-09 04:00:00+00:00,1.16562,1.1657,1.16484,1.1649,7663
2026-01-09 07:00:00+00:00,1.1649,1.1653,1.164,1.16426,14026
2026-01-09 10:00:00+00:00,1.16424,1.1647,1.1637,1.16414,11303
2026-01-09 13:00:00+00:00,1.16415,1.16608,1.16182,1.16405,44739
2026-01-09 16:00:00+00:00,1.16406,1.16434,1.16276,1.1634,15047
2026-01-09 19:00:00+00:00,1.16341,1.16389,1.16296,1.16364,6575
